vd_dtgerencial,dds,dia,hora,qtd,valor
2025-07-07,2,Monday,20:00,55,"814,3"
2025-07-07,2,Monday,21:00,"39,3","428,15"
2025-07-07,2,Monday,22:00,"49,25","346,03"
2025-07-07,2,Monday,23:00,"13,05","37,85"
2025-07-09,4,Wednesday,16:00,2,"29,9"
2025-07-09,4,Wednesday,17:00,15,"158,16"
2025-07-09,4,Wednesday,18:00,135,"1131,01"
2025-07-09,4,Wednesday,19:00,274,"3980,9"
2025-07-09,4,Wednesday,20:00,"336,85","4642,35"
2025-07-09,4,Wednesday,21:00,"545,85","7052,33"
2025-07-09,4,Wednesday,22:00,"517,6","6543,59"
2025-07-09,4,Wednesday,23:00,"445,75","4948,83"
2025-07-09,4,Wednesday,24:00:00,212,"2051,17"
2025-07-09,4,Wednesday,25:00:00,56,"528,06"
2025-07-09,4,Wednesday,26:00:00,2,"-51,16"
2025-07-10,5,Thursday,17:00,6,"143,7"
2025-07-10,5,Thursday,18:00,44,"444,61"
2025-07-10,5,Thursday,19:00,202,"2682,2"
2025-07-10,5,Thursday,20:00,"243,35","3547,11"
2025-07-10,5,Thursday,21:00,"181,75","2471,85"
2025-07-10,5,Thursday,22:00,"175,75","2240,22"
2025-07-10,5,Thursday,23:00,"102,75","944,3"
2025-07-10,5,Thursday,24:00:00,18,"104,55"
2025-07-11,6,Friday,16:00,19,"169,72"
2025-07-11,6,Friday,17:00,"174,05","2145,57"
2025-07-11,6,Friday,18:00,"453,5","6231,99"
2025-07-11,6,Friday,19:00,"864,5","12742,15"
2025-07-11,6,Friday,20:00,"917,9","11295,37"
2025-07-11,6,Friday,21:00,"1067,2","11887,83"
2025-07-11,6,Friday,22:00,"955,45","11971,27"
2025-07-11,6,Friday,23:00,"705,65","7056,73"
2025-07-11,6,Friday,24:00:00,"385,55","3977,5"
2025-07-11,6,Friday,25:00:00,"129,25","1186,5"
2025-07-11,6,Friday,26:00:00,3,"-103,45"
2025-07-11,6,Friday,27:00:00,"12,05",
2025-07-12,7,Saturday,16:00,"87,6","839,2"
2025-07-12,7,Saturday,17:00,"181,05","2518,29"
2025-07-12,7,Saturday,18:00,353,"3936,54"
2025-07-12,7,Saturday,19:00,"714,25","9874,83"
2025-07-12,7,Saturday,20:00,"623,8","8004,88"
2025-07-12,7,Saturday,21:00,"736,9","8535,15"
2025-07-12,7,Saturday,22:00,"586,3","6132,77"
2025-07-12,7,Saturday,23:00,"733,25","8301,18"
2025-07-12,7,Saturday,24:00:00,"689,55","7478,99"
2025-07-12,7,Saturday,25:00:00,"687,05","7492,23"
2025-07-12,7,Saturday,26:00:00,"346,05","3348,73"
2025-07-12,7,Saturday,27:00:00,101,"746,87"
2025-07-12,7,Saturday,28:00:00,,"-88,03"
2025-07-13,1,Sunday,16:00,6,"5,56"
2025-07-13,1,Sunday,17:00,"18,8","14,95"
2025-07-13,1,Sunday,18:00,"8,6",
2025-07-13,1,Sunday,19:00,"58,6",
2025-07-13,1,Sunday,20:00,"31,2",
2025-07-13,1,Sunday,21:00,20,
2025-07-13,1,Sunday,22:00,9,
2025-07-13,1,Sunday,23:00,4,
2025-07-13,1,Sunday,24:00:00,13,
2025-07-13,1,Sunday,25:00:00,86,"-14,95"
2025-07-14,2,Monday,17:00,3,"41,9"
2025-07-14,2,Monday,18:00,14,"229,11"
2025-07-14,2,Monday,19:00,99,"1273,7"
2025-07-14,2,Monday,20:00,"76,5","733,6"
2025-07-14,2,Monday,21:00,"113,25","1217,31"
2025-07-14,2,Monday,22:00,"76,5","671,25"
2025-07-14,2,Monday,23:00,"60,25","568,01"
2025-07-14,2,Monday,24:00:00,13,"46,98"
2025-07-16,4,Wednesday,17:00,54,"64,01"
2025-07-16,4,Wednesday,18:00,78,"860,85"
2025-07-16,4,Wednesday,19:00,"342,05","5008,29"
2025-07-16,4,Wednesday,20:00,"482,8","6716,47"
2025-07-16,4,Wednesday,21:00,"598,15","7581,5"
2025-07-16,4,Wednesday,22:00,"649,7","6508,7"
2025-07-16,4,Wednesday,23:00,623,"4614,85"
2025-07-16,4,Wednesday,24:00:00,"258,5","2289,64"
2025-07-16,4,Wednesday,25:00:00,"57,3","485,5"
2025-07-16,4,Wednesday,38:00:00,1,
2025-07-17,5,Thursday,17:00,37,"360,85"
2025-07-17,5,Thursday,18:00,91,"1425,41"
2025-07-17,5,Thursday,19:00,380,"6008,61"
2025-07-17,5,Thursday,20:00,"341,55","5079,55"
2025-07-17,5,Thursday,21:00,"312,05","3726,15"
2025-07-17,5,Thursday,22:00,"173,65","1911,18"
2025-07-17,5,Thursday,23:00,88,"654,18"
2025-07-17,5,Thursday,24:00:00,"47,05","389,77"
2025-07-17,5,Thursday,25:00:00,9,"4,95"
2025-07-18,6,Friday,16:00,1,"49,95"
2025-07-18,6,Friday,17:00,143,"1469,9"
2025-07-18,6,Friday,18:00,"400,25","4443,92"
2025-07-18,6,Friday,19:00,"901,65","12981,84"
2025-07-18,6,Friday,20:00,"854,85","8927,02"
2025-07-18,6,Friday,21:00,"938,25","11491,59"
2025-07-18,6,Friday,22:00,"849,6","10187,22"
2025-07-18,6,Friday,23:00,"686,65","7125,08"
2025-07-18,6,Friday,24:00:00,"358,85","3727,32"
2025-07-18,6,Friday,25:00:00,"184,75","1854,05"
2025-07-18,6,Friday,26:00:00,46,"208,35"
2025-07-18,6,Friday,27:00:00,8,"-75,8"
2025-07-18,6,Friday,39:00:00,49,
2025-07-19,7,Saturday,16:00,60,"720,43"
2025-07-19,7,Saturday,17:00,162,"2041,71"
2025-07-19,7,Saturday,18:00,"377,4","5453,43"
2025-07-19,7,Saturday,19:00,"757,75","9601,02"
2025-07-19,7,Saturday,20:00,"664,3","7510,71"
2025-07-19,7,Saturday,21:00,"824,35","9235,53"
2025-07-19,7,Saturday,22:00,"526,25","5660,89"
2025-07-19,7,Saturday,23:00,"389,75","3856,59"
2025-07-19,7,Saturday,24:00:00,"212,5","2122,01"
2025-07-19,7,Saturday,25:00:00,22,"269,5"
2025-07-19,7,Saturday,26:00:00,"12,25","-9,06"
2025-07-20,1,Sunday,16:00,4,
2025-07-20,1,Sunday,17:00,32,"5,56"
2025-07-20,1,Sunday,18:00,53,"24,46"
2025-07-20,1,Sunday,19:00,17,
2025-07-20,1,Sunday,20:00,27,"18,47"
2025-07-20,1,Sunday,21:00,23,"32,95"
2025-07-20,1,Sunday,22:00,"16,6","77,86"
2025-07-20,1,Sunday,23:00,8,"24,46"
2025-07-20,1,Sunday,25:00:00,"66,25",
2025-07-21,2,Monday,17:00,14,"80,18"
2025-07-21,2,Monday,18:00,16,"209,67"
2025-07-21,2,Monday,19:00,"63,25","625,42"
2025-07-21,2,Monday,20:00,106,"1110,45"
2025-07-21,2,Monday,21:00,"143,2","2251,61"
2025-07-21,2,Monday,22:00,"113,6","1779,7"
2025-07-21,2,Monday,23:00,69,"228,35"
2025-07-21,2,Monday,24:00:00,17,"156,76"
2025-07-23,4,Wednesday,17:00,10,"89,67"
2025-07-23,4,Wednesday,18:00,154,"1644,74"
2025-07-23,4,Wednesday,19:00,"459,5","6519,98"
2025-07-23,4,Wednesday,20:00,"430,6","6825,97"
2025-07-23,4,Wednesday,21:00,"559,05","7912,44"
2025-07-23,4,Wednesday,22:00,"509,5","6575,7"
2025-07-23,4,Wednesday,23:00,"403,75","4140,82"
2025-07-23,4,Wednesday,24:00:00,173,"1846,64"
2025-07-23,4,Wednesday,25:00:00,78,"698,14"
2025-07-23,4,Wednesday,26:00:00,5,
2025-07-24,5,Thursday,17:00,24,"274,3"
2025-07-24,5,Thursday,18:00,111,"888,87"
2025-07-24,5,Thursday,19:00,134,"2092,3"
2025-07-24,5,Thursday,20:00,"265,55","2357,21"
2025-07-24,5,Thursday,21:00,"273,7","3465,29"
2025-07-24,5,Thursday,22:00,"259,6","2830,41"
2025-07-24,5,Thursday,23:00,"96,25","984,2"
2025-07-24,5,Thursday,24:00:00,35,332
2025-07-24,5,Thursday,25:00:00,6,"45,85"
2025-07-25,6,Friday,16:00,65,"1171,8"
2025-07-25,6,Friday,17:00,158,"1910,06"
2025-07-25,6,Friday,18:00,430,"4703,31"
2025-07-25,6,Friday,19:00,"910,5","12607,29"
2025-07-25,6,Friday,20:00,"858,25","11333,66"
2025-07-25,6,Friday,21:00,"975,664","11919,73"
2025-07-25,6,Friday,22:00,"926,45","13655,73"
2025-07-25,6,Friday,23:00,"748,55","7772,24"
2025-07-25,6,Friday,24:00:00,"468,55","4900,26"
2025-07-25,6,Friday,25:00:00,"161,25","1485,31"
2025-07-25,6,Friday,26:00:00,-2,"-41,9"
2025-07-25,6,Friday,27:00:00,5,
2025-07-26,7,Saturday,15:00,34,"341,95"
2025-07-26,7,Saturday,16:00,55,"334,86"
2025-07-26,7,Saturday,17:00,152,"2260,6"
2025-07-26,7,Saturday,18:00,"321,25","4354,01"
2025-07-26,7,Saturday,19:00,581,"7478,48"
2025-07-26,7,Saturday,20:00,"495,75","5126,75"
2025-07-26,7,Saturday,21:00,"570,45","8127,27"
2025-07-26,7,Saturday,22:00,"496,55","5749,91"
2025-07-26,7,Saturday,23:00,"372,25","3713,82"
2025-07-26,7,Saturday,24:00:00,312,"2474,7"
2025-07-26,7,Saturday,25:00:00,38,"129,4"
2025-07-26,7,Saturday,26:00:00,-1,"-7,95"
