vd_dtgerencial,dds,dia,hora,qtd,valor
2025-04-30,4,Wednesday,20:00,716,"13605,3"
2025-04-30,4,Wednesday,21:00,506,"9872,31"
2025-04-30,4,Wednesday,22:00,381,"6297,03"
2025-04-30,4,Wednesday,23:00,327,"5723,39"
2025-04-30,4,Wednesday,24:00:00,160,"2711,96"
2025-04-30,4,Wednesday,25:00:00,46,"824,46"
2025-04-30,4,Wednesday,26:00:00,6,"45,58"
2025-05-01,5,Thursday,16:00,28,"923,97"
2025-05-01,5,Thursday,17:00,121,"2076,32"
2025-05-01,5,Thursday,18:00,248,"6776,13"
2025-05-01,5,Thursday,19:00,494,"10194,78"
2025-05-01,5,Thursday,20:00,575,9858
2025-05-01,5,Thursday,21:00,377,"6917,6"
2025-05-01,5,Thursday,22:00,275,"4763,57"
2025-05-01,5,Thursday,23:00,194,"3600,02"
2025-05-01,5,Thursday,24:00:00,70,"1106,7"
2025-05-01,5,Thursday,25:00:00,13,"-258,82"
2025-05-01,5,Thursday,26:00:00,6,"75,38"
2025-05-02,6,Friday,16:00,17,"262,51"
2025-05-02,6,Friday,17:00,38,"723,35"
2025-05-02,6,Friday,18:00,110,"2341,82"
2025-05-02,6,Friday,19:00,176,"4040,88"
2025-05-02,6,Friday,20:00,450,"8375,17"
2025-05-02,6,Friday,21:00,208,"3964,1"
2025-05-02,6,Friday,22:00,212,"3661,28"
2025-05-02,6,Friday,23:00,238,"4023,01"
2025-05-02,6,Friday,24:00:00,70,"1344,25"
2025-05-02,6,Friday,25:00:00,9,"110,65"
2025-05-03,7,Saturday,16:00,1,"5,56"
2025-05-03,7,Saturday,17:00,4,"119,8"
2025-05-03,7,Saturday,18:00,26,"406,7"
2025-05-03,7,Saturday,19:00,40,"724,83"
2025-05-03,7,Saturday,20:00,86,"1357,45"
2025-05-03,7,Saturday,21:00,40,"704,69"
2025-05-03,7,Saturday,22:00,48,"605,76"
2025-05-03,7,Saturday,23:00,12,"245,4"
2025-05-03,7,Saturday,24:00:00,3,"53,85"
2025-05-04,1,Sunday,16:00,8,
2025-05-04,1,Sunday,17:00,16,
2025-05-04,1,Sunday,18:00,9,"51,63"
2025-05-04,1,Sunday,19:00,68,
2025-05-04,1,Sunday,20:00,28,
2025-05-04,1,Sunday,21:00,36,"113,46"
2025-05-04,1,Sunday,22:00,1,
2025-05-04,1,Sunday,23:00,3,
2025-05-04,1,Sunday,24:00:00,-1,"-34,95"
2025-05-07,4,Wednesday,15:00,2,"29,11"
2025-05-07,4,Wednesday,17:00,10,"34,5"
2025-05-07,4,Wednesday,18:00,52,"1143,47"
2025-05-07,4,Wednesday,19:00,235,"4589,71"
2025-05-07,4,Wednesday,20:00,432,"9777,15"
2025-05-07,4,Wednesday,21:00,250,"4676,69"
2025-05-07,4,Wednesday,22:00,246,"4711,34"
2025-05-07,4,Wednesday,23:00,206,"3562,33"
2025-05-07,4,Wednesday,24:00:00,142,"2450,39"
2025-05-07,4,Wednesday,25:00:00,64,"900,84"
2025-05-07,4,Wednesday,26:00:00,5,"64,75"
2025-05-08,5,Thursday,17:00,2,"21,9"
2025-05-08,5,Thursday,18:00,10,"208,5"
2025-05-08,5,Thursday,19:00,28,"589,7"
2025-05-08,5,Thursday,20:00,56,"1342,15"
2025-05-08,5,Thursday,21:00,49,"658,26"
2025-05-08,5,Thursday,22:00,30,"349,95"
2025-05-08,5,Thursday,23:00,8,"80,85"
2025-05-08,5,Thursday,24:00:00,1,"19,95"
2025-05-09,6,Friday,16:00,5,"89,75"
2025-05-09,6,Friday,17:00,44,"939,06"
2025-05-09,6,Friday,18:00,107,"2678,67"
2025-05-09,6,Friday,19:00,210,"5406,24"
2025-05-09,6,Friday,20:00,420,"10073,21"
2025-05-09,6,Friday,21:00,221,"4970,49"
2025-05-09,6,Friday,22:00,196,"4103,42"
2025-05-09,6,Friday,23:00,82,"1481,88"
2025-05-09,6,Friday,24:00:00,36,"483,36"
2025-05-09,6,Friday,25:00:00,13,"89,01"
2025-05-10,7,Saturday,16:00,12,"246,41"
2025-05-10,7,Saturday,17:00,52,"1303,42"
2025-05-10,7,Saturday,18:00,167,"3800,54"
2025-05-10,7,Saturday,19:00,234,"5255,6"
2025-05-10,7,Saturday,20:00,328,"6975,45"
2025-05-10,7,Saturday,21:00,190,"4181,35"
2025-05-10,7,Saturday,22:00,175,"3859,17"
2025-05-10,7,Saturday,23:00,84,"1695,82"
2025-05-10,7,Saturday,24:00:00,29,"537,55"
2025-05-10,7,Saturday,25:00:00,-1,"-71,8"
2025-05-11,1,Sunday,17:00,1,
2025-05-11,1,Sunday,18:00,47,
2025-05-11,1,Sunday,19:00,21,"11,13"
2025-05-11,1,Sunday,20:00,20,
2025-05-11,1,Sunday,21:00,36,"48,82"
2025-05-11,1,Sunday,22:00,14,"-11,18"
2025-05-11,1,Sunday,23:00,6,"11,16"
2025-05-14,4,Wednesday,16:00,11,"232,72"
2025-05-14,4,Wednesday,17:00,13,"351,51"
2025-05-14,4,Wednesday,18:00,51,"1439,4"
2025-05-14,4,Wednesday,19:00,138,"2366,85"
2025-05-14,4,Wednesday,20:00,237,"5795,21"
2025-05-14,4,Wednesday,21:00,183,"4252,77"
2025-05-14,4,Wednesday,22:00,162,"3966,81"
2025-05-14,4,Wednesday,23:00,133,"2923,37"
2025-05-14,4,Wednesday,24:00:00,98,"1813,4"
2025-05-14,4,Wednesday,25:00:00,45,"833,65"
2025-05-14,4,Wednesday,26:00:00,10,"110,55"
2025-05-15,5,Thursday,16:00,2,"52,9"
2025-05-15,5,Thursday,17:00,9,"85,87"
2025-05-15,5,Thursday,18:00,22,"704,31"
2025-05-15,5,Thursday,19:00,29,"840,68"
2025-05-15,5,Thursday,20:00,56,"1201,68"
2025-05-15,5,Thursday,21:00,34,"756,5"
2025-05-15,5,Thursday,22:00,36,"730,8"
2025-05-15,5,Thursday,23:00,23,"453,05"
2025-05-15,5,Thursday,24:00:00,8,"33,9"
2025-05-15,5,Thursday,25:00:00,1,"18,95"
2025-05-16,6,Friday,16:00,17,"430,85"
2025-05-16,6,Friday,17:00,52,"1421,11"
2025-05-16,6,Friday,18:00,146,"4104,96"
2025-05-16,6,Friday,19:00,335,"7512,85"
2025-05-16,6,Friday,20:00,442,"10791,02"
2025-05-16,6,Friday,21:00,298,"6416,67"
2025-05-16,6,Friday,22:00,327,"6677,96"
2025-05-16,6,Friday,23:00,188,"3753,02"
2025-05-16,6,Friday,24:00:00,108,"2402,75"
2025-05-16,6,Friday,25:00:00,43,"760,32"
2025-05-16,6,Friday,26:00:00,-4,"-160,04"
2025-05-17,7,Saturday,16:00,14,"170,81"
2025-05-17,7,Saturday,17:00,35,"737,24"
2025-05-17,7,Saturday,18:00,143,"2607,02"
2025-05-17,7,Saturday,19:00,243,"5320,74"
2025-05-17,7,Saturday,20:00,343,"7862,16"
2025-05-17,7,Saturday,21:00,231,"4979,25"
2025-05-17,7,Saturday,22:00,201,"4858,25"
2025-05-17,7,Saturday,23:00,120,"2088,94"
2025-05-17,7,Saturday,24:00:00,55,"1067,92"
2025-05-17,7,Saturday,25:00:00,-3,"20,14"
2025-05-18,1,Sunday,16:00,2,"24,95"
2025-05-18,1,Sunday,17:00,4,
2025-05-18,1,Sunday,18:00,14,
2025-05-18,1,Sunday,19:00,10,
2025-05-18,1,Sunday,20:00,10,10
2025-05-18,1,Sunday,21:00,18,34
2025-05-18,1,Sunday,22:00,22,"104,95"
2025-05-18,1,Sunday,23:00,,"-33,78"
2025-05-21,4,Wednesday,16:00,3,"79,85"
2025-05-21,4,Wednesday,17:00,8,"154,74"
2025-05-21,4,Wednesday,18:00,44,"1218,11"
2025-05-21,4,Wednesday,19:00,127,"2438,05"
2025-05-21,4,Wednesday,20:00,218,"4825,06"
2025-05-21,4,Wednesday,21:00,194,"4017,64"
2025-05-21,4,Wednesday,22:00,169,"3989,51"
2025-05-21,4,Wednesday,23:00,134,"2562,26"
2025-05-21,4,Wednesday,24:00:00,71,"899,2"
2025-05-21,4,Wednesday,25:00:00,,-1
2025-05-22,5,Thursday,17:00,3,"11,13"
2025-05-22,5,Thursday,18:00,7,"134,2"
2025-05-22,5,Thursday,19:00,46,"862,87"
2025-05-22,5,Thursday,20:00,81,"1532,36"
2025-05-22,5,Thursday,21:00,45,"661,41"
2025-05-22,5,Thursday,22:00,31,"557,14"
2025-05-22,5,Thursday,23:00,23,"282,71"
2025-05-22,5,Thursday,24:00:00,2,"46,16"
2025-05-23,6,Friday,16:00,3,"30,85"
2025-05-23,6,Friday,17:00,38,"879,92"
2025-05-23,6,Friday,18:00,151,"3409,39"
2025-05-23,6,Friday,19:00,294,"7117,24"
2025-05-23,6,Friday,20:00,385,"9397,68"
2025-05-23,6,Friday,21:00,255,"6637,41"
2025-05-23,6,Friday,22:00,229,"5464,57"
2025-05-23,6,Friday,23:00,224,"4576,72"
2025-05-23,6,Friday,24:00:00,76,"1707,2"
2025-05-23,6,Friday,25:00:00,49,"693,85"
2025-05-23,6,Friday,26:00:00,,"-25,95"
2025-05-24,7,Saturday,16:00,13,"234,33"
2025-05-24,7,Saturday,17:00,74,"1545,84"
2025-05-24,7,Saturday,18:00,182,"4160,06"
2025-05-24,7,Saturday,19:00,279,"5875,64"
2025-05-24,7,Saturday,20:00,409,"8626,67"
2025-05-24,7,Saturday,21:00,203,"4376,04"
2025-05-24,7,Saturday,22:00,183,"4243,73"
2025-05-24,7,Saturday,23:00,125,"2362,86"
2025-05-24,7,Saturday,24:00:00,35,"687,84"
2025-05-25,1,Sunday,16:00,10,
2025-05-25,1,Sunday,17:00,36,
2025-05-25,1,Sunday,18:00,36,
2025-05-25,1,Sunday,19:00,30,
2025-05-25,1,Sunday,20:00,6,
2025-05-25,1,Sunday,21:00,24,
2025-05-25,1,Sunday,22:00,3,
2025-05-25,1,Sunday,23:00,15,"95,4"
2025-05-25,1,Sunday,24:00:00,-12,"-95,4"
2025-05-28,4,Wednesday,17:00,15,"185,82"
2025-05-28,4,Wednesday,18:00,44,"944,56"
2025-05-28,4,Wednesday,19:00,144,"2715,45"
2025-05-28,4,Wednesday,20:00,213,"5465,73"
2025-05-28,4,Wednesday,21:00,189,"4430,74"
2025-05-28,4,Wednesday,22:00,163,"3400,86"
2025-05-28,4,Wednesday,23:00,162,"3056,43"
2025-05-28,4,Wednesday,24:00:00,101,"1781,78"
2025-05-28,4,Wednesday,25:00:00,20,"270,15"
2025-05-28,4,Wednesday,26:00:00,8,"7,95"
2025-05-29,5,Thursday,17:00,6,"111,7"
2025-05-29,5,Thursday,18:00,21,"562,85"
2025-05-29,5,Thursday,19:00,63,"1519,58"
2025-05-29,5,Thursday,20:00,88,"1612,2"
2025-05-29,5,Thursday,21:00,61,"1222,92"
2025-05-29,5,Thursday,22:00,35,"826,65"
2025-05-29,5,Thursday,23:00,19,"179,4"
2025-05-29,5,Thursday,24:00:00,6,"45,96"
2025-05-30,6,Friday,17:00,22,"520,42"
2025-05-30,6,Friday,18:00,115,"3223,74"
2025-05-30,6,Friday,19:00,172,"3648,48"
2025-05-30,6,Friday,20:00,383,"10176,66"
2025-05-30,6,Friday,21:00,315,"7760,25"
2025-05-30,6,Friday,22:00,345,"7878,39"
2025-05-30,6,Friday,23:00,313,"6809,78"
2025-05-30,6,Friday,24:00:00,179,"3233,13"
2025-05-30,6,Friday,25:00:00,45,"690,61"
2025-05-30,6,Friday,26:00:00,4,"27,8"
2025-05-31,7,Saturday,15:00,3,"44,85"
2025-05-31,7,Saturday,16:00,19,"448,67"
2025-05-31,7,Saturday,17:00,21,"548,75"
2025-05-31,7,Saturday,18:00,86,"1882,13"
2025-05-31,7,Saturday,19:00,129,"2805,54"
2025-05-31,7,Saturday,20:00,214,"4365,53"
2025-05-31,7,Saturday,21:00,138,"2764,96"
2025-05-31,7,Saturday,22:00,111,"2761,45"
2025-05-31,7,Saturday,23:00,81,"1608,1"
2025-05-31,7,Saturday,24:00:00,31,"552,96"
2025-05-31,7,Saturday,25:00:00,3,"59,85"
2025-05-31,7,Saturday,68:00:00,-2,"-40,1"
2025-06-01,1,Sunday,16:00,15,"5,56"
2025-06-01,1,Sunday,17:00,46,"172,7"
2025-06-01,1,Sunday,18:00,34,"89,85"
2025-06-01,1,Sunday,19:00,28,
2025-06-01,1,Sunday,20:00,27,"-39,95"
2025-06-01,1,Sunday,21:00,9,"11,16"
2025-06-01,1,Sunday,22:00,7,"61,28"
2025-06-01,1,Sunday,23:00,1,"24,18"
2025-06-01,1,Sunday,24:00:00,-1,"-13,95"
2025-06-02,2,Monday,16:00,1,
2025-06-02,2,Monday,17:00,3,"44,85"
2025-06-02,2,Monday,18:00,14,"435,86"
2025-06-02,2,Monday,19:00,53,"1146,64"
2025-06-02,2,Monday,20:00,80,"1647,06"
2025-06-02,2,Monday,21:00,83,"1199,83"
2025-06-02,2,Monday,22:00,47,"724,93"
2025-06-02,2,Monday,23:00,27,"472,12"
2025-06-04,4,Wednesday,16:00,2,"21,9"
2025-06-04,4,Wednesday,17:00,3,"184,55"
2025-06-04,4,Wednesday,18:00,55,"1611,48"
2025-06-04,4,Wednesday,19:00,161,"3289,05"
2025-06-04,4,Wednesday,20:00,284,"7237,49"
2025-06-04,4,Wednesday,21:00,191,"4748,71"
2025-06-04,4,Wednesday,22:00,180,"4161,37"
2025-06-04,4,Wednesday,23:00,169,"3229,35"
2025-06-04,4,Wednesday,24:00:00,54,"891,45"
2025-06-04,4,Wednesday,25:00:00,27,"264,33"
2025-06-05,5,Thursday,16:00,2,"21,9"
2025-06-05,5,Thursday,17:00,6,"98,7"
2025-06-05,5,Thursday,18:00,25,"747,3"
2025-06-05,5,Thursday,19:00,37,"1223,29"
2025-06-05,5,Thursday,20:00,37,"621,25"
2025-06-05,5,Thursday,21:00,15,"274,12"
2025-06-05,5,Thursday,22:00,9,"127,72"
2025-06-05,5,Thursday,23:00,10,"145,44"
2025-06-05,5,Thursday,24:00:00,-1,"-7,95"
2025-06-06,6,Friday,16:00,13,"214,96"
2025-06-06,6,Friday,17:00,33,"719,76"
2025-06-06,6,Friday,18:00,156,"4105,1"
2025-06-06,6,Friday,19:00,288,"6322,61"
2025-06-06,6,Friday,20:00,530,"12548,54"
2025-06-06,6,Friday,21:00,392,"8932,81"
2025-06-06,6,Friday,22:00,343,"8304,75"
2025-06-06,6,Friday,23:00,373,"9316,14"
2025-06-06,6,Friday,24:00:00,187,"3497,88"
2025-06-06,6,Friday,25:00:00,60,"985,84"
2025-06-06,6,Friday,26:00:00,-2,"-67,3"
2025-06-06,6,Friday,27:00:00,-3,"-19,07"
2025-06-07,7,Saturday,16:00,10,"159,13"
2025-06-07,7,Saturday,17:00,71,"1768,55"
2025-06-07,7,Saturday,18:00,153,"3651,79"
2025-06-07,7,Saturday,19:00,206,"5445,16"
2025-06-07,7,Saturday,20:00,242,"6220,54"
2025-06-07,7,Saturday,21:00,168,"4322,38"
2025-06-07,7,Saturday,22:00,181,"3718,41"
2025-06-07,7,Saturday,23:00,94,"1923,28"
2025-06-07,7,Saturday,24:00:00,38,"687,53"
2025-06-07,7,Saturday,25:00:00,3,"90,96"
2025-06-08,1,Sunday,16:00,3,
2025-06-08,1,Sunday,17:00,36,"190,8"
2025-06-08,1,Sunday,18:00,47,"205,11"
2025-06-08,1,Sunday,19:00,31,140
2025-06-08,1,Sunday,20:00,30,"79,5"
2025-06-08,1,Sunday,21:00,30,"170,74"
2025-06-08,1,Sunday,22:00,17,"24,46"
2025-06-08,1,Sunday,23:00,39,"-564,45"
2025-06-08,1,Sunday,24:00:00,5,
2025-06-08,1,Sunday,25:00:00,3,"-34,95"
2025-06-09,2,Monday,17:00,2,"11,12"
2025-06-09,2,Monday,18:00,13,"127,05"
2025-06-09,2,Monday,19:00,25,"474,9"
2025-06-09,2,Monday,20:00,45,"1007,15"
2025-06-09,2,Monday,21:00,41,"829,8"
2025-06-09,2,Monday,22:00,28,"553,51"
2025-06-09,2,Monday,23:00,33,"278,17"
2025-06-09,2,Monday,24:00:00,6,"100,72"
2025-06-11,4,Wednesday,17:00,8,"243,75"
2025-06-11,4,Wednesday,18:00,31,"797,41"
2025-06-11,4,Wednesday,19:00,135,"3288,83"
2025-06-11,4,Wednesday,20:00,201,"5339,58"
2025-06-11,4,Wednesday,21:00,202,"4063,21"
2025-06-11,4,Wednesday,22:00,168,"3793,57"
2025-06-11,4,Wednesday,23:00,97,"1999,6"
2025-06-11,4,Wednesday,24:00:00,76,"1293,53"
2025-06-11,4,Wednesday,25:00:00,10,"235,3"
2025-06-12,5,Thursday,18:00,3,"48,85"
2025-06-12,5,Thursday,19:00,10,"402,17"
2025-06-12,5,Thursday,20:00,19,"202,51"
2025-06-12,5,Thursday,21:00,10,"175,16"
2025-06-12,5,Thursday,22:00,9,"160,75"
2025-06-12,5,Thursday,23:00,7,"42,94"
2025-06-13,6,Friday,16:00,7,"143,72"
2025-06-13,6,Friday,17:00,31,"688,63"
2025-06-13,6,Friday,18:00,121,"2929,88"
2025-06-13,6,Friday,19:00,260,"6582,92"
2025-06-13,6,Friday,20:00,428,"10905,07"
2025-06-13,6,Friday,21:00,344,"8613,35"
2025-06-13,6,Friday,22:00,339,"7888,2"
2025-06-13,6,Friday,23:00,257,"5710,8"
2025-06-13,6,Friday,24:00:00,122,"2243,56"
2025-06-13,6,Friday,25:00:00,75,"1376,85"
2025-06-13,6,Friday,26:00:00,5,"85,75"
2025-06-14,7,Saturday,16:00,25,"879,8"
2025-06-14,7,Saturday,17:00,89,"2531,45"
2025-06-14,7,Saturday,18:00,170,"4119,6"
2025-06-14,7,Saturday,19:00,330,"8484,1"
2025-06-14,7,Saturday,20:00,415,"9889,97"
2025-06-14,7,Saturday,21:00,319,"6743,11"
2025-06-14,7,Saturday,22:00,249,"5459,1"
2025-06-14,7,Saturday,23:00,196,"3447,05"
2025-06-14,7,Saturday,24:00:00,79,"1297,85"
2025-06-14,7,Saturday,25:00:00,12,"208,4"
2025-06-15,1,Sunday,16:00,102,
2025-06-15,1,Sunday,17:00,37,"205,71"
2025-06-15,1,Sunday,18:00,39,"-198,75"
2025-06-15,1,Sunday,19:00,36,"11,95"
2025-06-15,1,Sunday,20:00,10,"-1,49"
2025-06-15,1,Sunday,21:00,30,
2025-06-15,1,Sunday,22:00,14,"24,46"
2025-06-15,1,Sunday,23:00,19,
2025-06-15,1,Sunday,24:00:00,4,
2025-06-16,2,Monday,18:00,2,"29,9"
2025-06-16,2,Monday,19:00,30,"442,9"
2025-06-16,2,Monday,20:00,63,"1349,3"
2025-06-16,2,Monday,21:00,42,"1182,6"
2025-06-16,2,Monday,22:00,36,"722,25"
2025-06-16,2,Monday,23:00,40,"609,65"
2025-06-16,2,Monday,24:00:00,1,"7,95"
2025-06-17,3,Tuesday,17:00,3,
2025-06-18,4,Wednesday,16:00,21,"397,95"
2025-06-18,4,Wednesday,17:00,31,"784,33"
2025-06-18,4,Wednesday,18:00,179,"5007,88"
2025-06-18,4,Wednesday,19:00,306,"10009,87"
2025-06-18,4,Wednesday,20:00,359,"9850,79"
2025-06-18,4,Wednesday,21:00,397,"10228,76"
2025-06-18,4,Wednesday,22:00,418,"10185,73"
2025-06-18,4,Wednesday,23:00,339,"8011,71"
2025-06-18,4,Wednesday,24:00:00,247,"5272,65"
2025-06-18,4,Wednesday,25:00:00,143,"2194,48"
2025-06-18,4,Wednesday,26:00:00,5,"42,75"
2025-06-19,5,Thursday,16:00,1,"14,95"
2025-06-19,5,Thursday,17:00,10,"207,72"
2025-06-19,5,Thursday,18:00,14,"330,66"
2025-06-19,5,Thursday,19:00,74,"1862,54"
2025-06-19,5,Thursday,20:00,21,"281,25"
2025-06-19,5,Thursday,21:00,37,"703,82"
2025-06-19,5,Thursday,22:00,30,"490,47"
2025-06-19,5,Thursday,23:00,25,"382,01"
2025-06-19,5,Thursday,24:00:00,5,"70,75"
2025-06-20,6,Friday,15:00,62,"1630,04"
2025-06-20,6,Friday,16:00,58,"1132,54"
2025-06-20,6,Friday,17:00,40,"729,43"
2025-06-20,6,Friday,18:00,220,"5472,59"
2025-06-20,6,Friday,19:00,"334,014","8088,6693"
2025-06-20,6,Friday,20:00,279,"6645,31"
2025-06-20,6,Friday,21:00,407,"9011,08"
2025-06-20,6,Friday,22:00,387,"8499,74"
2025-06-20,6,Friday,23:00,299,"5876,85"
2025-06-20,6,Friday,24:00:00,154,"2848,74"
2025-06-20,6,Friday,25:00:00,67,"1215,51"
2025-06-20,6,Friday,26:00:00,,"-83,85"
2025-06-21,7,Saturday,16:00,8,"173,5"
2025-06-21,7,Saturday,17:00,55,"1728,66"
2025-06-21,7,Saturday,18:00,152,"2861,01"
2025-06-21,7,Saturday,19:00,301,"8207,98"
2025-06-21,7,Saturday,20:00,244,"5897,81"
2025-06-21,7,Saturday,21:00,271,"5972,93"
2025-06-21,7,Saturday,22:00,224,"4963,63"
2025-06-21,7,Saturday,23:00,174,"3636,04"
2025-06-21,7,Saturday,24:00:00,54,"696,67"
2025-06-21,7,Saturday,25:00:00,3,"49,85"
2025-06-22,1,Sunday,16:00,2,
2025-06-22,1,Sunday,17:00,20,
2025-06-22,1,Sunday,18:00,14,
2025-06-22,1,Sunday,19:00,73,"9,95"
2025-06-22,1,Sunday,20:00,22,"-9,95"
2025-06-22,1,Sunday,21:00,21,"27,93"
2025-06-22,1,Sunday,22:00,15,"46,13"
2025-06-22,1,Sunday,23:00,1,"11,16"
2025-06-23,2,Monday,17:00,2,"29,9"
2025-06-23,2,Monday,18:00,20,"465,1"
2025-06-23,2,Monday,19:00,38,"856,66"
2025-06-23,2,Monday,20:00,36,"570,6"
2025-06-23,2,Monday,21:00,46,"823,05"
2025-06-23,2,Monday,22:00,19,"316,35"
2025-06-23,2,Monday,23:00,24,"143,65"
2025-06-23,2,Monday,24:00:00,3,"102,42"
2025-06-25,4,Wednesday,17:00,3,"44,85"
2025-06-25,4,Wednesday,18:00,48,"501,1"
2025-06-25,4,Wednesday,19:00,106,"3149,95"
2025-06-25,4,Wednesday,20:00,129,"3054,55"
2025-06-25,4,Wednesday,21:00,162,"3468,75"
2025-06-25,4,Wednesday,22:00,184,"4470,45"
2025-06-25,4,Wednesday,23:00,178,"3272,33"
2025-06-25,4,Wednesday,24:00:00,83,"1297,51"
2025-06-25,4,Wednesday,25:00:00,8,"167,45"
2025-06-26,5,Thursday,17:00,9,"224,55"
2025-06-26,5,Thursday,18:00,53,"614,6"
2025-06-26,5,Thursday,19:00,67,"2002,95"
2025-06-26,5,Thursday,20:00,95,"2597,82"
2025-06-26,5,Thursday,21:00,96,"1874,98"
2025-06-26,5,Thursday,22:00,76,"1770,8"
2025-06-26,5,Thursday,23:00,12,"337,1"
2025-06-26,5,Thursday,24:00:00,1,"22,95"
2025-06-27,6,Friday,16:00,10,
2025-06-27,6,Friday,17:00,15,"264,83"
2025-06-27,6,Friday,18:00,129,"3114,69"
2025-06-27,6,Friday,19:00,224,"5709,36"
2025-06-27,6,Friday,20:00,280,"7046,31"
2025-06-27,6,Friday,21:00,352,"7750,2"
2025-06-27,6,Friday,22:00,307,"6302,5"
2025-06-27,6,Friday,23:00,221,"4689,85"
2025-06-27,6,Friday,24:00:00,110,"2406,05"
2025-06-27,6,Friday,25:00:00,53,"939,67"
2025-06-27,6,Friday,26:00:00,3,"-73,41"
2025-06-28,7,Saturday,16:00,15,"222,2"
2025-06-28,7,Saturday,17:00,53,"1230,58"
2025-06-28,7,Saturday,18:00,184,"3946,53"
2025-06-28,7,Saturday,19:00,365,"9054,32"
2025-06-28,7,Saturday,20:00,259,"5941,47"
2025-06-28,7,Saturday,21:00,259,"4960,53"
2025-06-28,7,Saturday,22:00,208,"4214,4"
2025-06-28,7,Saturday,23:00,128,"2095,15"
2025-06-28,7,Saturday,24:00:00,40,"747,09"
2025-06-29,1,Sunday,16:00,2,
2025-06-29,1,Sunday,17:00,41,
2025-06-29,1,Sunday,18:00,48,"24,46"
2025-06-29,1,Sunday,19:00,50,
2025-06-29,1,Sunday,20:00,28,"34,96"
2025-06-29,1,Sunday,21:00,24,"6,97"
2025-06-29,1,Sunday,22:00,14,
2025-06-29,1,Sunday,23:00,7,
2025-06-29,1,Sunday,24:00:00,16,"41,85"
2025-06-30,2,Monday,16:00,4,"92,8"
2025-06-30,2,Monday,17:00,8,"161,21"
2025-06-30,2,Monday,18:00,6,"127,21"
2025-06-30,2,Monday,19:00,55,"1368,37"
2025-06-30,2,Monday,20:00,67,"1667,24"
2025-06-30,2,Monday,21:00,61,"1653,5"
2025-06-30,2,Monday,22:00,79,"1217,18"
2025-06-30,2,Monday,23:00,39,"557,78"
2025-06-30,2,Monday,24:00:00,8,"185,61"
2025-07-02,4,Wednesday,17:00,14,"526,16"
2025-07-02,4,Wednesday,18:00,95,"2010,5"
2025-07-02,4,Wednesday,19:00,"151,2","3903,45"
2025-07-02,4,Wednesday,20:00,"214,1","5795,57"
2025-07-02,4,Wednesday,21:00,"272,85","6663,85"
2025-07-02,4,Wednesday,22:00,"334,85","8776,2"
2025-07-02,4,Wednesday,23:00,"226,2","3737,37"
2025-07-02,4,Wednesday,24:00:00,124,"2248,32"
2025-07-02,4,Wednesday,25:00:00,"42,05","522,9"
2025-07-02,4,Wednesday,26:00:00,-1,"-5,56"
2025-07-03,5,Thursday,16:00,"5,25","144,75"
2025-07-03,5,Thursday,17:00,5,"125,97"
2025-07-03,5,Thursday,18:00,60,"1798,75"
2025-07-03,5,Thursday,19:00,80,"2878,09"
2025-07-03,5,Thursday,20:00,"102,85","2542,62"
2025-07-03,5,Thursday,21:00,"109,6","2294,52"
2025-07-03,5,Thursday,22:00,"119,6","2504,25"
2025-07-03,5,Thursday,23:00,"91,25","1670,88"
2025-07-03,5,Thursday,24:00:00,52,"933,85"
2025-07-03,5,Thursday,25:00:00,6,"109,7"
2025-07-03,5,Thursday,26:00:00,-16,"-528,1"
2025-07-04,6,Friday,15:00,"3,6","95,37"
2025-07-04,6,Friday,16:00,56,"1179,95"
2025-07-04,6,Friday,17:00,144,"3280,41"
2025-07-04,6,Friday,18:00,"240,3","4576,03"
2025-07-04,6,Friday,19:00,427,"11092,37"
2025-07-04,6,Friday,20:00,"499,25","10474,29"
2025-07-04,6,Friday,21:00,"591,45","11298,18"
2025-07-04,6,Friday,22:00,"593,55","10764,86"
2025-07-04,6,Friday,23:00,"508,05","6934,62"
2025-07-04,6,Friday,24:00:00,"345,5","4257,73"
2025-07-04,6,Friday,25:00:00,"137,3","1597,31"
2025-07-04,6,Friday,26:00:00,8,"-76,35"
2025-07-04,6,Friday,27:00:00,7,
2025-07-05,7,Saturday,16:00,27,"482,73"
2025-07-05,7,Saturday,17:00,175,"3529,05"
2025-07-05,7,Saturday,18:00,280,"6131,99"
2025-07-05,7,Saturday,19:00,"503,3","10279,68"
2025-07-05,7,Saturday,20:00,"382,35","6301,03"
2025-07-05,7,Saturday,21:00,"454,05","6961,13"
2025-07-05,7,Saturday,22:00,"339,8","5762,3"
2025-07-05,7,Saturday,23:00,"211,75","2969,47"
2025-07-05,7,Saturday,24:00:00,"72,5","898,44"
2025-07-05,7,Saturday,25:00:00,13,"86,85"
2025-07-05,7,Saturday,26:00:00,1,
2025-07-06,1,Sunday,16:00,2,
2025-07-06,1,Sunday,17:00,6,"34,96"
2025-07-06,1,Sunday,18:00,27,"69,22"
2025-07-06,1,Sunday,19:00,"47,2",
2025-07-06,1,Sunday,20:00,23,"22,33"
2025-07-06,1,Sunday,21:00,39,"232,31"
2025-07-06,1,Sunday,22:00,"38,6",
2025-07-06,1,Sunday,23:00,12,
2025-07-06,1,Sunday,24:00:00,9,
2025-07-06,1,Sunday,40:00:00,110,
2025-07-07,2,Monday,18:00,"9,6","52,8"
2025-07-07,2,Monday,19:00,28,"399,85"
