vd_mesadesc,vd_localizacao,itm,trn,trn_desc,prefixo,tipo,tipovenda,ano,mes,trn_dtgerencial,usr_lancou,prd,prd_desc,grp_desc,loc_desc,qtd,desconto,valorfinal,custo,itm_obs,comandaorigem,itemorigem
1625,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,109,Original 600ml,Cervejas,Bar,1,,"18,95","7,239","F6 bermuda preta, camisa social off-white. na ponta da mesa (sentido buraco)",,
1625,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,121,Spaten 600ml,Cervejas,Bar,1,,"18,95","7,198",,,
1630,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,563,[DD] Moscow Mule,Dose Dupla,Montados,1,,"28,95",,H2 final da mesa,,
1633,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Thaylson,570,[DD] Dona Ivone,Dose Dupla,Montados,1,6,"21,95",,,,
Bc 01 21:02,,1,271,,Bc,venda integral,Balcao,2025,2025-12,2025-12-15,Phelipe,679,Dose Ketel One,Doses,Shot e Dose,1,,"23,95",,C6 mulher jaqueta vermelha,,
1635,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Salles,563,[DD] Moscow Mule,Dose Dupla,Montados,1,,"28,95",,,,
1637,,1,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,4,,"51,8",,,,
1638,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,114,Redbull 250ml,Bebidas Não Alcoólicas,Bar,1,,"15,95","8,04",Tradicional,,
1638,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,176,Dose Cachaça Jambu,Doses,Shot e Dose,1,,"10,95",,,,
1638,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",Copo com gelo|Limão Rodela,,
1638,,4,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",,,
1638,,5,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,305",,,
1643,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1643,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,411,Parmegiana de Filé,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"79,95",,b7,,
1643,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,305",B7 camisa amarela|Copo com gelo|Limão Rodela,,
1643,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,552,[DD] Caipiroska Morango,Dose Dupla,Montados,1,,"26,95",,B7 camisa amarela(um com acucar e outro sem,,
1643,,5,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,551,[DD] Caipiroska Limão,Dose Dupla,Montados,1,,"26,95",,mesa B7 Uma sem açúcar,1641,
1643,,6,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,551,[DD] Caipiroska Limão,Dose Dupla,Montados,1,,"26,95",,B7 mesa atrás do palco,,
1644,,1,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,109,Original 600ml,Cervejas,Bar,1,,"18,95","7,239",,,
1644,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,120,Spaten 330ml,Cervejas,Bar,1,,"11,95","4,924",,,
1646,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",F6 saia branca e bege|Copo com gelo|Limão espremido,,
1647,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",F6 vestido vermelho,,
1651,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1653,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1654,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,68,Isca de Peixe Empanado,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"79,95",,F2 zona 2,,
1654,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1661,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1655,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,219,Corona 600mL,Cervejas,Bar,1,,"22,95",9,G3 camisinha 3 copos,,
1655,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,564,[DD] Negroni,Dose Dupla,Mexido,1,,"31,95",,G3 zona 4,,
1655,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,272,Filé Mignon na chapa com Queijo Mussarela,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 1,1,,"119,95",,G3 zona 4|Ao ponto,,
1655,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,219,Corona 600mL,Cervejas,Bar,1,,"22,95",9,G3- CAMISA verde,,
1655,,5,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,2,,"15,9","2,61",G3,,
1658,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,68,Isca de Peixe Empanado,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"79,95",,F1 perto da entrada do camarim,,
1658,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1658,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",F1|Limão Rodela,,
1658,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1662,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,F2,,
1662,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,F2,,
1664,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,410,Parmegiana de Frango,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"59,95",,F2 perto entrada camarim,,
1664,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Salles,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
X-aniversario,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,Thaylson,531,[DD] Brasília Amarela,Dose Dupla,Montados,1,"29,95",,,,,
X-aniversario,,2,271,,,100% desconto,,2025,2025-12,2025-12-15,Andreia,550,[DD] Caipirinha Morango,Dose Dupla,Montados,1,"26,95",,,Niver/ Luiza vai entregar,,
X-aniversario,,3,271,,,100% desconto,,2025,2025-12,2025-12-15,jheydi,563,[DD] Moscow Mule,Dose Dupla,Montados,1,"28,95",,,vou buscar,,
X-aniversario,,4,271,,,100% desconto,,2025,2025-12,2025-12-15,jheydi,567,[DD] Whisky Sour,Dose Dupla,Batidos,1,"33,95",,,vou buscar,,
1667,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,319,Baldinho Spaten 4 Un. 600ml,Baldes,Baldes,1,,"75,8","28,792",,,
1666,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,559,[DD] Gin Tropical,Dose Dupla,Montados,1,,"38,95",,F2 zona 2,,
1666,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,559,[DD] Gin Tropical,Dose Dupla,Montados,1,,"38,95",,Gordons,,
1666,,3,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,305",,,
1666,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Salles,562,[DD] Mojito,Dose Dupla,Montados,1,,"29,95",,F3 blusa do Vasco,,
1668,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,319,Baldinho Spaten 4 Un. 600ml,Baldes,Baldes,1,,"75,8","28,792",,,
1668,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,571,[DD] Maria Bonita,Dose Dupla,Montados,1,,"19,95",,,,
1668,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,206,Dose Vodka Smirnoff,Doses,Shot e Dose,1,,"14,95","1,625",,,
1668,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,571,[DD] Maria Bonita,Dose Dupla,Montados,1,,"19,95",,,,
1669,,1,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,82,Pão com Filé Mignon.,Sanduíches,Cozinha 1,1,,"48,95",,D5,,
1669,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,D5 1CP,,
1670,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,121,Spaten 600ml,Cervejas,Bar,1,,"18,95","7,198",,,
1671,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,411,Parmegiana de Filé,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"79,95",,C4 final da mesa macacão amarelo,,
1671,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,327,Stella Artois 600ml,Cervejas,Bar,1,,"19,95",,C4 camisinha 3 copos macacão amarelo,,
1797,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,535,[DD] Cerrado Vermelho,Dose Dupla,Batidos,1,,"32,95",,C4 final da mesa macacão preto,,
1674,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,551,[DD] Caipiroska Limão,Dose Dupla,Montados,1,,"26,95",,Uma com alcool e a outra sem (isso mesmo,,
1675,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Salles,550,[DD] Caipirinha Morango,Dose Dupla,Montados,1,,"26,95",,G2,,
1677,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,372,ClassiCão,Sanduíches,Cozinha 1,1,,"44,95",,G1- sem picles|Ao Ponto,,
1677,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,374,PorCão,Sanduíches,Cozinha 1,1,,"36,95",,G1- camisa bege,,
1677,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,106,Guaraná Zero 350mL,Bebidas Não Alcoólicas,Bar,2,,"15,9","4,11",G1- 2 cps com gelo|Copo com gelo|Laranja,,
1678,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1678,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
X Paulo Victor,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,anamartins,275,Porção de Pastel Misto,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,"49,95",,,Para o camarim,,
X Paulo Victor,,2,271,,,100% desconto,,2025,2025-12,2025-12-15,anamartins,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,1,"7,95",,"2,478",Para o camarim|Copo com gelo,,
X Paulo Victor,,3,271,,,100% desconto,,2025,2025-12,2025-12-15,anamartins,381,[Banda] Água sem gás,Bebidas Não Alcoólicas,Bar,6,,,"7,83",Para o palco,,
X mesa magica,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,Andreia,24,Caipirinha Limão,Drinks Classicos,Montados,1,"26,95",,,Cumim recolheu da mesa,,
1681,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,,,
1681,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,,,
1681,,3,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,,,
1681,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,305",,,
1682,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,71,Batata Frita,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"34,95",,C5,,
1682,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",C5|Limão espremido|Copo com gelo,,
1682,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Phelipe,547,[DD] Aperol Spritz,Dose Dupla,Montados,1,,"33,95",,C5,,
1683,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",Copo com gelo,,
X Andreia,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,Andreia,64,Dadinho de Tapioca,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,"38,95",,,Entregar na recepção,,
X Andreia,,2,271,,,100% desconto,,2025,2025-12,2025-12-15,Andreia,597,[DD] Original 300ml,Dose Dupla,Bar,4,"51,8",,,,,
X Nato,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Salles,531,[DD] Brasília Amarela,Dose Dupla,Montados,1,"24,03","5,92",,G1,,
X Nato,,2,271,,,com desconto,,2025,2025-12,2025-12-15,Salles,563,[DD] Moscow Mule,Dose Dupla,Montados,1,"23,22","5,73",,G1,,
X Nato,,3,271,,,com desconto,,2025,2025-12,2025-12-15,Salles,632,[DD] Old Fashioned,Dose Dupla,Mexido,1,"32,05","7,9",,G1,,
X Nato,,4,271,,,com desconto,,2025,2025-12,2025-12-15,Salles,63,Croquete de Carne 8un,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,"40,07","9,88",,G1,,
X Nato,,5,271,,,com desconto,,2025,2025-12,2025-12-15,Salles,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,1,"6,38","1,57","2,478",G1|Laranja|Copo com gelo,,
X Nato,,6,271,,,com desconto,,2025,2025-12,2025-12-15,Marra,632,[DD] Old Fashioned,Dose Dupla,Mexido,1,"32,05","7,9",,G1,,
X Nato,,7,271,,,com desconto,,2025,2025-12,2025-12-15,Phelipe,73,Carne de Sol,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 1,1,"72,15","17,8",,G1|Mandioca Frita,,
X Nato,,8,271,,,com desconto,,2025,2025-12,2025-12-15,Phelipe,153,Pudim Caramelo,Sobremesas,Cozinha 2,1,"8,02","1,98",,G1,,
X Nato,,9,271,,,com desconto,,2025,2025-12,2025-12-15,Phelipe,154,Bolinho de Chocolate,Sobremesas,Cozinha 2,1,"12,03","2,97",,G1,,
X Aninha producao,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,anamartins,114,Redbull 250ml,Bebidas Não Alcoólicas,Bar,1,"15,95",,"8,04",Pv vai pegar|Tradicional,,
1684,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,74,Torresmo de Banda,Pratos Individuais,Cozinha 2,1,,"29,9",,F4,,
1684,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,318,Baldinho Original 4Un. 600ml,Baldes,Baldes,1,,"75,8","28,954",,,
1684,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,68,Isca de Peixe Empanado,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"79,95",,F4,,
1692,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,A13,,
1693,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1693,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,559,[DD] Gin Tropical,Dose Dupla,Montados,1,,"38,95",,G2,,
1693,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Debora,559,[DD] Gin Tropical,Dose Dupla,Montados,1,,"38,95",,G2,,
1696,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,597,[DD] Original 300ml,Dose Dupla,Bar,3,,"38,85",,,,
1697,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,597,[DD] Original 300ml,Dose Dupla,Bar,6,,"77,7",,,,
1699,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,619,Tabaco Selva Carteira 12un.,Pegue e Pague,Baldes,1,,"24,95",,,,
X slu,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,Andreia,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,4,"31,8",,"9,912",Sou,,
1703,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Marra,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",,,
1705,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,549,[DD] Caipirinha Limão,Dose Dupla,Montados,1,,"26,95",,Mesa D4,,
1707,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,571,[DD] Maria Bonita,Dose Dupla,Montados,1,,"19,95",,mesa D4,,
X-Aglicio,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Aglicio,372,ClassiCão,Sanduíches,Cozinha 1,1,"13,49","31,46",,Ao Ponto,,
X-Aglicio,,2,271,,,com desconto,,2025,2025-12,2025-12-15,Aglicio,112,Pepsi Black 350ml,Bebidas Não Alcoólicas,Bar,1,"2,39","5,56","2,435",Copo com gelo,,
X- Sales,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Thaylson,372,ClassiCão,Sanduíches,Cozinha 1,1,"13,49","31,46",,Ao Ponto,,
X- Sales,,2,271,,,com desconto,,2025,2025-12,2025-12-15,Aglicio,111,Pepsi Lata 350ml,Bebidas Não Alcoólicas,Bar,1,"2,39","5,56","2,59",Copo com gelo,,
1710,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,412,Isca de Frango,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,1,,"54,95",,22:45:49 Thaylson|H7 comanda 1710. DANIEL DANIEL DANIEL DANIEL,1701,Isca de Frango
1710,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,1,,"7,95","2,478",H7|Copo com gelo|Laranja,1701,Guaraná Antártica Lata
1710,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,86,Água sem Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,305",H7|Copo com gelo,1701,Água sem Gás 500ml
1710,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,597,[DD] Original 300ml,Dose Dupla,Bar,2,,"25,9",,,,
1710,,5,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,,,
1711,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",,,
1711,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,225,Beats GT 269ml LN,Bebidas Prontas,Bar,1,,"13,95","6,79",,,
1711,,3,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,225,Beats GT 269ml LN,Bebidas Prontas,Bar,1,,"13,95","6,79",,,
1711,,4,271,,,venda integral,,2025,2025-12,2025-12-15,Douglas,225,Beats GT 269ml LN,Bebidas Prontas,Bar,1,,"13,95","6,79",,,
172,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,547,[DD] Aperol Spritz,Dose Dupla,Montados,1,,"33,95",,,,
172,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,547,[DD] Aperol Spritz,Dose Dupla,Montados,1,,"33,95",,,,
176,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,102,Corona 330ml,Cervejas,Bar,1,,"14,95","5,968",,,
178,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,102,Corona 330ml,Cervejas,Bar,1,,"14,95","5,968",com limao,,
X Phelipe,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Phelipe,154,Bolinho de Chocolate,Sobremesas,Cozinha 2,1,"4,5","10,5",,,,
173,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,535,[DD] Cerrado Vermelho,Dose Dupla,Batidos,1,,"32,95",,,,
173,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,85,Água com Gás 500ml,Bebidas Não Alcoólicas,Bar,1,,"7,95","1,5",,,
180,,1,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,549,[DD] Caipirinha Limão,Dose Dupla,Montados,1,,"26,95",,,,
180,,2,271,,,venda integral,,2025,2025-12,2025-12-15,L.Almeida,549,[DD] Caipirinha Limão,Dose Dupla,Montados,1,,"26,95",,,,
X-Andressa,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Thaylson,116,Red Bull Melancia 250ml,Bebidas Não Alcoólicas,Bar,1,"4,79","11,16","7,65",Pra mocinha loira do bar|Copo com gelo,,
182,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,547,[DD] Aperol Spritz,Dose Dupla,Montados,1,,"33,95",,,,
182,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Thaylson,73,Carne de Sol,Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 1,1,,"89,95",,Mandioca Frita,,
184,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,627,Dose Tequila Don Júlio,Doses,Shot e Dose,1,,"29,95",,Sal e limao,,
184,,2,271,,,venda integral,,2025,2025-12,2025-12-15,Aglicio,597,[DD] Original 300ml,Dose Dupla,Bar,1,,"12,95",,,,
X Thiago,,3,271,,,com desconto,,2025,2025-12,2025-12-15,Douglas,371,Ordi Burguer,Sanduíches,Cozinha 1,1,"25,49","19,46",,Bem Passado,,
X Thiago,,4,271,,,com desconto,,2025,2025-12,2025-12-15,Douglas,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,1,"4,51","3,44","2,478",,,
X Luiza,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Andreia,154,Bolinho de Chocolate,Sobremesas,Cozinha 2,1,"4,5","10,5",,,,
185,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,102,Corona 330ml,Cervejas,Bar,1,,"14,95","5,968",,,
187,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Wendel,547,[DD] Aperol Spritz,Dose Dupla,Montados,1,,"33,95",,,,
191,,1,271,,,venda integral,,2025,2025-12,2025-12-15,Salles,105,Guaraná Antártica Lata,Bebidas Não Alcoólicas,Bar,1,,"7,95","2,478",H7 moletom marrom|Copo com gelo|Laranja,,
X-Bia,,1,271,,,100% desconto,,2025,2025-12,2025-12-15,Marra,58,Dose Licor Don Luiz,Doses,Shot e Dose,2,"39,9",,,,,
X Wendel,,1,271,,,com desconto,,2025,2025-12,2025-12-15,Andreia,597,[DD] Original 300ml,Dose Dupla,Bar,10,"38,85","90,65",,,,
