CH_Pagamentos,,,,,CH_Períodos,,,,,,,,CH_Analitico,,,,,,,,CH_Tempo,,,,,,,
Mês,Semana,dt_gerencial,liquido,meio,Mês,Ano,dt_gerencial,Semana,pessoas,vr_pagamentos,vr_repique,vr_couvert,Mês,Ano,vd_dtgerencial,Semana,valorfinal,grp_desc,loc_desc,Categoria,Mês,Ano,#REF!,Semana,#REF!,#REF!,#REF!,Categ
12,49,01/12/2025,"R$ 68,21",Pix Auto,12,2025,01/12/2025,49,1,"107,02","9,32",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 170,92",Debito Auto,12,2025,01/12/2025,49,1,"195,67","18,82",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 147,23",Credito Auto,12,2025,01/12/2025,49,1,"188,73","18,08",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 82,55",Pix Auto,12,2025,01/12/2025,49,1,"50,18","3,23",20,12,2025,01/12/2025,49,"R$ 21,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 131,72",Debito Auto,12,2025,01/12/2025,49,1,"107,08","9,33",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 45,70",Credito Auto,12,2025,01/12/2025,49,1,"80,37","6,47",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 73,75",Credito Auto,12,2025,01/12/2025,49,1,"181,11","17,26",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 30,18",Debito Auto,12,2025,01/12/2025,49,1,"68,21","7,31",,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 63,51",Debito Auto,12,2025,01/12/2025,49,1,"170,92","16,17",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 91,57",Debito Auto,12,2025,01/12/2025,49,1,"147,23","13,63",20,12,2025,01/12/2025,49,"R$ 45,90",Vinhos,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 159,75",Debito Auto,12,2025,01/12/2025,49,1,"82,55","6,7",20,12,2025,01/12/2025,49,"R$ 69,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 159,75",Credito Auto,12,2025,01/12/2025,49,1,"131,72","11,97",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 54,71",Credito Auto,12,2025,01/12/2025,49,1,"45,7","2,75",20,12,2025,01/12/2025,49,"R$ 22,95",Vinhos,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 100,47",Debito Auto,12,2025,01/12/2025,49,1,"73,75","7,9",,12,2025,01/12/2025,49,,Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 50,18",Credito Auto,12,2025,01/12/2025,49,1,"30,18","3,23",,12,2025,01/12/2025,49,,Baldes,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 129,59",Credito Auto,12,2025,01/12/2025,49,1,"63,51","4,66",20,12,2025,01/12/2025,49,"R$ 29,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 70,23",Credito Auto,12,2025,01/12/2025,49,1,"91,57","7,67",20,12,2025,01/12/2025,49,"R$ 95,90",Happy Hour,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 200,00",Dinheiro,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"-R$ 13,50",Dinheiro,12,2025,01/12/2025,49,2,"319,5","29,95",40,12,2025,01/12/2025,49,"R$ 33,95",Drinks Autorais,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 53,54",Pix Auto,12,2025,01/12/2025,49,1,"54,71","5,86",,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 28,90",Debito Auto,12,2025,01/12/2025,49,1,"100,47","8,62",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 198,92",Debito Auto,12,2025,01/12/2025,49,1,"50,18","3,23",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 140,46",Credito Auto,12,2025,01/12/2025,49,1,"129,59","11,74",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 26,82",Credito Auto,12,2025,01/12/2025,49,1,"70,23","5,38",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 160,67",Credito Auto,12,2025,01/12/2025,49,1,"186,5","17,9",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 141,91",Credito Auto,12,2025,01/12/2025,49,1,"53,54","3,59",20,12,2025,01/12/2025,49,"R$ 64,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 58,02",Debito Auto,12,2025,01/12/2025,49,1,"28,9","0,95",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Pix Auto,12,2025,01/12/2025,49,1,"198,92","19,17",20,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 169,11",Pix Auto,12,2025,01/12/2025,49,1,"140,46","12,91",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Debito Auto,12,2025,01/12/2025,49,1,"26,82","2,87",,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Debito Auto,12,2025,01/12/2025,49,1,"160,67","15,07",20,12,2025,01/12/2025,49,"R$ 14,95",Pratos Individuais,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Credito Auto,12,2025,01/12/2025,49,1,"141,91","13,06",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Credito Auto,12,2025,01/12/2025,49,1,"58,02","4,07",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 68,00",Credito Auto,12,2025,01/12/2025,49,4,"1348,23","135,88",80,12,2025,01/12/2025,49,"R$ 33,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 168,52",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 100,00",Dinheiro,12,2025,01/12/2025,49,1,"63,51","4,66",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 63,51",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 57,02",Debito Auto,12,2025,01/12/2025,49,2,"171,08","18,33",,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 114,06",Credito Auto,12,2025,01/12/2025,49,1,20,,20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 20,00",Debito Auto,12,2025,01/12/2025,49,1,"72,42","5,62",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 72,42",Credito Auto,12,2025,01/12/2025,49,1,"123,77","11,12",20,12,2025,01/12/2025,49,"R$ 64,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 123,77",Credito Auto,12,2025,01/12/2025,49,1,"37,81","1,91",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 37,81",Credito Auto,12,2025,01/12/2025,49,1,"63,51","4,66",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 63,51",Credito Auto,12,2025,01/12/2025,49,1,"83,73","6,83",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 83,73",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 49,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 164,10",Debito Auto,12,2025,01/12/2025,49,2,"164,1","13,3",40,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 91,46",Debito Auto,12,2025,01/12/2025,49,1,,,,12,2025,01/12/2025,49,"R$ 64,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 75,94",Credito Auto,12,2025,01/12/2025,49,1,"91,46","7,66",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Preshh,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 101,54",Debito Auto,12,2025,01/12/2025,49,1,"75,94","5,99",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 470,79",Debito Auto,12,2025,01/12/2025,49,1,,,,12,2025,01/12/2025,49,"R$ 18,95",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 138,50",Pix Auto,12,2025,01/12/2025,49,1,"101,54","8,74",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 95,94",Credito Auto,12,2025,01/12/2025,49,7,"470,79","35,44",140,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 99,35",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 122,82",Debito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 104,90",Pix Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 34,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 28,90",Debito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 161,90",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 53,90",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 647,09",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 54,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 64,69",Credito Auto,12,2025,01/12/2025,49,1,"138,5","12,7",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 84,85",Credito Auto,12,2025,01/12/2025,49,1,"95,94","8,14",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 100,36",Pix Auto,12,2025,01/12/2025,49,1,"99,35","8,5",20,12,2025,01/12/2025,49,"R$ 15,90",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 59,14",Credito Auto,12,2025,01/12/2025,49,1,"122,82","11,02",20,12,2025,01/12/2025,49,"R$ 56,85",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 63,51",Credito Auto,12,2025,01/12/2025,49,1,"104,9","9,1",20,12,2025,01/12/2025,49,"R$ 19,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 80,37",Debito Auto,12,2025,01/12/2025,49,1,"28,9","0,95",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 150,54",Debito Auto,12,2025,01/12/2025,49,1,"161,9","15,2",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 59,03",Debito Auto,12,2025,01/12/2025,49,1,"647,09","67,19",20,12,2025,01/12/2025,49,"R$ 18,95",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 104,84",Debito Auto,12,2025,01/12/2025,49,1,"64,69","4,79",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 104,90",Debito Auto,12,2025,01/12/2025,49,1,"84,85","6,95",20,12,2025,01/12/2025,49,"R$ 54,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 141,91",Debito Auto,12,2025,01/12/2025,49,1,"100,36","8,61",20,12,2025,01/12/2025,49,"R$ 27,96",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 98,23",Credito Auto,12,2025,01/12/2025,49,1,"59,14","4,19",20,12,2025,01/12/2025,49,"R$ 5,56",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 110,33",Debito Auto,12,2025,01/12/2025,49,1,"63,51","4,66",20,12,2025,01/12/2025,49,"R$ 54,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 75,80",Debito Auto,12,2025,01/12/2025,49,1,"80,37","6,47",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 64,74",Credito Auto,12,2025,01/12/2025,49,1,"150,54","13,99",20,12,2025,01/12/2025,49,"R$ 89,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 150,00",Credito Auto,12,2025,01/12/2025,49,1,"59,03","4,18",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 149,34",Credito Auto,12,2025,01/12/2025,49,1,"104,84","9,09",20,12,2025,01/12/2025,49,"R$ 77,70",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 96,15",Debito Auto,12,2025,01/12/2025,49,1,"104,9","9,1",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 197,64",Debito Auto,12,2025,01/12/2025,49,1,"141,91","13,06",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 75,94",Debito Auto,12,2025,01/12/2025,49,1,"98,23","8,38",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 147,51",Pix Auto,12,2025,01/12/2025,49,1,"110,33","9,68",20,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 50,13",Debito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 97,06",Debito Auto,12,2025,01/12/2025,49,2,"75,8",,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 83,19",Pix Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 22,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 83,20",Debito Auto,12,2025,01/12/2025,49,1,"64,74","6,94",,12,2025,01/12/2025,49,"R$ 54,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 169,64",Credito Auto,12,2025,01/12/2025,49,2,"299,34","27,79",40,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 66,93",Credito Auto,12,2025,01/12/2025,49,2,"96,15","10,3",,12,2025,01/12/2025,49,"R$ 75,80",Baldes,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 267,02",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 66,93",Debito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 266,96",Pix Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 75,80",Baldes,Baldes,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 63,51",Debito Auto,12,2025,01/12/2025,49,2,"197,64","16,89",40,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 166,44",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 64,69",Credito Auto,12,2025,01/12/2025,49,1,"75,94","5,99",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 77,11",Debito Auto,12,2025,01/12/2025,49,1,"147,51","13,66",20,12,2025,01/12/2025,49,"R$ 34,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 13,37",Debito Auto,12,2025,01/12/2025,49,1,"50,13","3,23",20,12,2025,01/12/2025,49,"R$ 54,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 58,02",Debito Auto,12,2025,01/12/2025,49,1,"97,06","8,26",20,12,2025,01/12/2025,49,"R$ 15,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 131,72",Pix Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 64,69",Credito Auto,12,2025,01/12/2025,49,2,"166,39","13,54",40,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 87,03",Debito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 15,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 70,29",Debito Auto,12,2025,01/12/2025,49,2,"169,64","13,89",40,12,2025,01/12/2025,49,"R$ 32,95",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 104,95",Debito Auto,12,2025,01/12/2025,49,1,"66,93","5,03",20,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 41,22",Credito Auto,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 7,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 243,61",Debito Auto,12,2025,01/12/2025,49,1,"267,02","26,47",20,12,2025,01/12/2025,49,"R$ 15,95",Bebidas Não Alcoólicas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 56,85",Debito Auto,12,2025,01/12/2025,49,1,"66,93","5,03",20,12,2025,01/12/2025,49,"R$ 36,95",Sanduíches,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 81,32",Pix Auto,12,2025,01/12/2025,49,1,"266,96","26,46",20,12,2025,01/12/2025,49,"R$ 18,95",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 24,95",Debito Auto,12,2025,01/12/2025,49,1,"63,51","4,66",20,12,2025,01/12/2025,49,"R$ 29,90",Pratos Individuais,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 64,69",Pix Auto,12,2025,01/12/2025,49,1,"166,44","15,69",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 42,34",Debito Auto,12,2025,01/12/2025,49,1,"64,69","4,79",20,12,2025,01/12/2025,49,"R$ 35,95",Sanduíches,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 62,45",Credito Auto,12,2025,01/12/2025,49,1,"90,48","9,68",,12,2025,01/12/2025,49,"R$ 32,90",Dose Dupla,Batidos,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 11,16",Debito Auto,12,2025,01/12/2025,49,1,"58,02","4,07",20,12,2025,01/12/2025,49,"R$ 44,95",Sanduíches,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 32,13",Pix Auto,12,2025,01/12/2025,49,1,"131,72","11,97",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 18,95",Debito Auto,12,2025,01/12/2025,49,1,"64,69","4,79",20,12,2025,01/12/2025,49,"R$ 39,95",Happy Hour,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
12,49,01/12/2025,"R$ 27,19",Credito Auto,12,2025,01/12/2025,49,1,"87,03","7,18",20,12,2025,01/12/2025,49,"R$ 18,95",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"70,29","5,39",20,12,2025,01/12/2025,49,"R$ 18,95",Cervejas,Bar,BEBIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"104,95","9,1",20,12,2025,01/12/2025,49,"R$ 14,95",Pratos Individuais,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"41,22","2,27",20,12,2025,01/12/2025,49,"R$ 29,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"243,61","23,96",20,12,2025,01/12/2025,49,"R$ 29,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"56,85","3,95",20,12,2025,01/12/2025,49,"R$ 34,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,2,"81,32","6,57",20,12,2025,01/12/2025,49,"R$ 38,85",Dose Dupla,Baldes,BEBIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"24,95",,,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"64,69","4,79",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"42,34","2,39",20,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,1,"62,45","4,55",20,12,2025,01/12/2025,49,"R$ 14,95",Pratos Individuais,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,,"11,16",,,12,2025,01/12/2025,49,"R$ 26,95",Dose Dupla,Montados,DRINK,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 34,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 2,COMIDA,12,1899,,53,,,,#REF!
,,,,,12,2025,01/12/2025,49,,,,,12,2025,01/12/2025,49,"R$ 89,95",Pratos Para Compartilhar - P/ 4 Pessoas,Cozinha 1,COMIDA,12,1899,,53,,,,#REF!
