fatporahora 31.01

vd_dtgerencial	dds	dia	hora	qtd	valor
2025-07-31	5	Thursday	17:00	7	=10837/100
2025-07-31	5	Thursday	18:00	53	=78904/100
2025-07-31	5	Thursday	19:00	311	=485702/100
2025-07-31	5	Thursday	20:00	=31185/100	=309189/100
2025-07-31	5	Thursday	21:00	=38435/100	=520005/100
2025-07-31	5	Thursday	22:00	271	=228428/100
2025-07-31	5	Thursday	23:00	153	=140917/100
2025-07-31	5	Thursday	24:00	83	=40971/100
2025-07-31	5	Thursday	25:00	7	=1395/100

analítico 31.01

vd_mesadesc	vd_localizacao	itm	trn	trn_desc	prefixo	tipo	tipovenda	ano	mes	trn_dtgerencial	usr_lancou	prd	prd_desc	grp_desc	loc_desc	qtd	desconto	valorfinal	custo	itm_obs	comandaorigem	itemorigem
Insumo		41	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49831.vi2(p299).pi1(p441)	0527	[HH] Baldinho Spaten 4 .Un
Insumo		42	153			Insumo	Interna	2025	2025-07	2025-07-31	Francisco	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49893.vi1(p299).pi1(p441)	0583	[HH] Baldinho Spaten 4 .Un
Insumo		43	153			Insumo	Interna	2025	2025-07	2025-07-31	Francisco	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49894.vi1(p299).pi1(p441)	0582	[HH] Baldinho Spaten 4 .Un
Insumo		44	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	466	[IN] Original 600ml	Insumos		1			=69753/10000	v49903.vi1(p109).pi1(p466)	0590	Original 600ml
Insumo		45	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	451	[IN] Ref. Soda Limonada 350ml LT	Insumos		1			=261/100	v49903.vi2(p222).pi1(p451)	0590	Soda Limonada
Insumo		46	153			Insumo	Interna	2025	2025-07	2025-07-31	Francisco	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49895.vi2(p85).pi1(p447)	0584	Água com Gás 500ml
Insumo		47	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49810.vi5(p239).pi1(p454)	0508	[HH] Baldinho 6 Original 300mL
Insumo		48	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49907.vi1(p239).pi1(p454)	0595	[HH] Baldinho 6 Original 300mL
Insumo		49	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	453	[IN] Corona Extra 600ml	Insumos		4			36	v49909.vi1(p320).pi1(p453)	0598	Baldinho Corona 4 Un. 600ml
Insumo		50	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49908.vi1(p239).pi1(p454)	0596	[HH] Baldinho 6 Original 300mL
Insumo		51	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	441	[IN] Spaten 600ml	Insumos		2			=124672/10000	v49885.vi2(p157).pi1(p441)	0574	[HH] Spaten 600mL
Insumo		52	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49909.vi2(p239).pi1(p454)	0598	[HH] Baldinho 6 Original 300mL
Insumo		53	153			Insumo	Interna	2025	2025-07	2025-07-31	Kamilla	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49896.vi2(p85).pi1(p447)	0585	Água com Gás 500ml
Insumo		54	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	441	[IN] Spaten 600ml	Insumos		2			=124672/10000	v49861.vi3(p157).pi1(p441)	0552	[HH] Spaten 600mL
Insumo		55	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	451	[IN] Ref. Soda Limonada 350ml LT	Insumos		1			=261/100	v49885.vi3(p222).pi1(p451)	0574	Soda Limonada
Insumo		56	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49918.vi1(p299).pi1(p441)	0605	[HH] Baldinho Spaten 4 .Un
Insumo		57	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	430	[IN] Frango a Passarinho Kg	Insumos		1			=15084/1000	v49831.vi3(p286).pi1(p430)	0527	[HH] Frango a Passarinho
Insumo		58	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49860.vi2(p85).pi1(p447)	0550	Água com Gás 500ml
Insumo		59	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49878.vi4(p86).pi1(p448)	0567	Água sem Gás 500ml
Insumo		60	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49890.vi1(p239).pi1(p454)	0579	[HH] Baldinho 6 Original 300mL
Insumo		61	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49850.vi2(p239).pi1(p454)	0541	[HH] Baldinho 6 Original 300mL
Insumo		62	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	454	[IN] Original 300ml	Insumos		12			=322608/10000	v49863.vi2(p239).pi1(p454)	0553	[HH] Baldinho 6 Original 300mL
Insumo		63	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	430	[IN] Frango a Passarinho Kg	Insumos		1			=15084/1000	v49862.vi2(p286).pi1(p430)	0551	[HH] Frango a Passarinho
Insumo		64	153			Insumo	Interna	2025	2025-07	2025-07-31	Francisco	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49872.vi3(p299).pi1(p441)	0560	[HH] Baldinho Spaten 4 .Un
Insumo		65	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49922.vi1(p299).pi1(p441)	0609	[HH] Baldinho Spaten 4 .Un
Insumo		66	153			Insumo	Interna	2025	2025-07	2025-07-31	Matheus A	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49827.vi1(p319).pi1(p441)	0523	Baldinho Spaten 4 Un. 600ml
Insumo		67	153			Insumo	Interna	2025	2025-07	2025-07-31	Matheus A	441	[IN] Spaten 600ml	Insumos		4			=249344/10000	v49867.vi2(p319).pi1(p441)	0556	Baldinho Spaten 4 Un. 600ml
Insumo		68	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49883.vi1(p239).pi1(p454)	0572	[HH] Baldinho 6 Original 300mL
Insumo		69	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49925.vi1(p239).pi1(p454)	0611	[HH] Baldinho 6 Original 300mL
Insumo		70	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49860.vi3(p239).pi1(p454)	0550	[HH] Baldinho 6 Original 300mL
Insumo		71	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	451	[IN] Ref. Soda Limonada 350ml LT	Insumos		1			=261/100	v49868.vi2(p222).pi1(p451)	0557	Soda Limonada
Insumo		72	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49818.vi1(p239).pi1(p454)	0515	[HH] Baldinho 6 Original 300mL
Insumo		73	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49926.vi1(p86).pi1(p448)	0612	Água sem Gás 500ml
Insumo		74	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	452	[IN] Stella Artois Pure Gold 330ml LN	Insumos		6			=219882/10000	v49814.vi5(p122).pi1(p452)	0511	Stella Artois 330ml Pure Gold
Insumo		75	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	466	[IN] Original 600ml	Insumos		4			=279012/10000	v49884.vi3(p318).pi1(p466)	0573	Baldinho Original 4Un. 600ml
Insumo		76	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49932.vi1(p86).pi1(p448)	0618	Água sem Gás 500ml
Insumo		77	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49904.vi6(p85).pi1(p447)	0592	Água com Gás 500ml
Insumo		78	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	441	[IN] Spaten 600ml	Insumos		1			=62336/10000	v49912.vi1(p121).pi1(p441)	0090	Spaten 600ml
Insumo		79	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49814.vi6(p85).pi1(p447)	0511	Água com Gás 500ml
Insumo		80	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49828.vi2(p141).pi1(p463)	0524	Corona Zero 330ml
Insumo		81	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49935.vi1(p86).pi1(p448)	0621	Água sem Gás 500ml
Insumo		82	153			Insumo	Interna	2025	2025-07	2025-07-31	Edson	452	[IN] Stella Artois Pure Gold 330ml LN	Insumos		5			=183235/10000	v49810.vi7(p122).pi1(p452)	0508	Stella Artois 330ml Pure Gold
Insumo		83	153			Insumo	Interna	2025	2025-07	2025-07-31	Kamilla	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49948.vi2(p86).pi1(p448)	0634	Água sem Gás 500ml
Insumo		84	153			Insumo	Interna	2025	2025-07	2025-07-31	Marla	466	[IN] Original 600ml	Insumos		2			=139506/10000	v49855.vi2(p109).pi1(p466)	X - Banda Lado a lado	Original 600ml
Insumo		85	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	430	[IN] Frango a Passarinho Kg	Insumos		1			=15084/1000	v49880.vi2(p286).pi1(p430)	0568	[HH] Frango a Passarinho
Insumo		86	153			Insumo	Interna	2025	2025-07	2025-07-31	mafe	449	[IN] Ref. Pepsi Zero 350ml LT	Insumos		1			=261/100	v49952.vi2(p112).pi1(p449)	X Guilherme	Pepsi Black 350ml
Insumo		87	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	430	[IN] Frango a Passarinho Kg	Insumos		1			=15084/1000	v49818.vi2(p286).pi1(p430)	0515	[HH] Frango a Passarinho
Insumo		88	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49943.vi2(p141).pi1(p463)	0628	Corona Zero 330ml
Insumo		89	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49858.vi3(p85).pi1(p447)	0548	Água com Gás 500ml
Insumo		90	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	435	[PD] Xarope de Cupuaçu	Insumos		=3/100			=5619/10000	v49949.vi1(p29).pi1(p435)	0635	Moscow Mule
Insumo		91	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	431	[IN] Açucar Cristal 5kg	Insumos		=2/100			=6396/100000	v49949.vi1(p29).pi1(p435).pi1(p431)	0635	Moscow Mule
Insumo		92	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	433	[IN] Polpa de Cupuaçu	Insumos		=2/10			=498/1000	v49949.vi1(p29).pi1(p435).pi2(p433)	0635	Moscow Mule
Insumo		93	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49944.vi2(p86).pi1(p448)	0630	Água sem Gás 500ml
Insumo		94	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	449	[IN] Ref. Pepsi Zero 350ml LT	Insumos		1			=261/100	v49936.vi1(p112).pi1(p449)	0623	Pepsi Black 350ml
Insumo		95	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	441	[IN] Spaten 600ml	Insumos		3			=187008/10000	v49816.vi8(p157).pi1(p441)	0514	[HH] Spaten 600mL
Insumo		96	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	441	[IN] Spaten 600ml	Insumos		1			=62336/10000	v49816.vi10(p157).pi1(p441)	0514	[HH] Spaten 600mL
Insumo		97	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	450	[IN] Beats Sense 269ml LN	Insumos		1			=669/100	v49871.vi3(p90).pi1(p450)	0562	Beats Senses 269ml LN
Insumo		98	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	443	[IN] Chopp Brahma L	Insumos		2			=238008/10000	v49937.vi1(p98).pi1(p443)	0622	Chopp Brahma 400ml
Insumo		99	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49958.vi2(p85).pi1(p447)	0643	Água com Gás 500ml
Insumo		100	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	441	[IN] Spaten 600ml	Insumos		1			=62336/10000	v49816.vi11(p157).pi1(p441)	0514	[HH] Spaten 600mL
Insumo		101	153			Insumo	Interna	2025	2025-07	2025-07-31	Simão	454	[IN] Original 300ml	Insumos		6			=161304/10000	v49863.vi3(p239).pi1(p454)	0553	[HH] Baldinho 6 Original 300mL
Insumo		102	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49846.vi9(p85).pi1(p447)	0538	Água com Gás 500ml
Insumo		103	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49844.vi4(p85).pi1(p447)	0536	Água com Gás 500ml
Insumo		104	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	466	[IN] Original 600ml	Insumos		1			=69753/10000	v49903.vi4(p109).pi1(p466)	0590	Original 600ml
Insumo		105	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	430	[IN] Frango a Passarinho Kg	Insumos		=6/10			=90504/10000	v49903.vi3(p69).pi1(p430)	0590	Frango a Passarinho
Insumo		106	153			Insumo	Interna	2025	2025-07	2025-07-31	Matheus A	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49879.vi2(p141).pi1(p463)	0569	Corona Zero 330ml
Insumo		107	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	453	[IN] Corona Extra 600ml	Insumos		1			9	v49977.vi1(p219).pi1(p453)	0663	Corona 600mL
Insumo		108	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	457	[IN] Stella Artois 600ml	Insumos		4			=319832/10000	v49973.vi1(p125).pi1(p457)	0659	Baldinho Stella Artois 4Un. 600mL
Insumo		109	153			Insumo	Interna	2025	2025-07	2025-07-31	Igor	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49953.vi2(p85).pi1(p447)	0638	Água com Gás 500ml
Insumo		110	153			Insumo	Interna	2025	2025-07	2025-07-31	Nayara	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49968.vi1(p141).pi1(p463)	0653	Corona Zero 330ml
Insumo		111	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	466	[IN] Original 600ml	Insumos		1			=69753/10000	v49966.vi1(p109).pi1(p466)	0652	Original 600ml
Insumo		112	153			Insumo	Interna	2025	2025-07	2025-07-31	Francisco	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49972.vi3(p85).pi1(p447)	0656	Água com Gás 500ml
Insumo		113	153			Insumo	Interna	2025	2025-07	2025-07-31	jheydi	446	[IN] Guaraná Antártica 350ml	Insumos		4			=97908/10000	v49989.vi1(p105).pi1(p446)	xslu	Guaraná Antártica Lata
Insumo		114	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	452	[IN] Stella Artois Pure Gold 330ml LN	Insumos		1			=36647/10000	v49887.vi4(p122).pi1(p452)	0576	Stella Artois 330ml Pure Gold
Insumo		115	153			Insumo	Interna	2025	2025-07	2025-07-31	Marla	448	[IN] Água sem gás 500ml	Insumos		12			=132504/10000	v49855.vi3(p381).pi1(p448)	X - Banda Lado a lado	[Banda] Água sem gás
Insumo		116	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49965.vi1(p85).pi1(p447)	0650	Água com Gás 500ml
Insumo		117	153			Insumo	Interna	2025	2025-07	2025-07-31	Pedro Henrique 	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49967.vi1(p141).pi1(p463)	0651	Corona Zero 330ml
Insumo		129	153			Insumo	Interna	2025	2025-07	2025-07-31	Kauan	463	[IN] Corona Zero 330ml LN	Insumos		1			=58296/10000	v49982.vi1(p141).pi1(p463)	0668	Corona Zero 330ml
Insumo		130	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	447	[IN] Água com gás 500ml	Insumos		1			=12017/10000	v49909.vi5(p85).pi1(p447)	0598	Água com Gás 500ml
Insumo		131	153			Insumo	Interna	2025	2025-07	2025-07-31	Marra	448	[IN] Água sem gás 500ml	Insumos		1			=11042/10000	v49909.vi4(p86).pi1(p448)	0598	Água sem Gás 500ml
